thickness,rib1,rib2,bar,pos1,pos2,compliance,weight,sigma
3.859136082,32.41533856,21.00382476,360.4997258,328.107564,360.8579747,1.194905813,50.0053644,133381000
7.007713002,26.47192187,23.89278454,285.514335,285.5568711,226.3311175,0.657620241,81.54848821,97015900
4.879747379,49.86923423,21.71880912,335.3455974,412.8810062,235.1784687,0.818292473,61.73726343,103545000
6.954595856,41.01698742,21.57061255,326.3756291,381.4516175,141.6436388,0.660442185,82.43384212,95263800
7.768946507,32.32470127,15.18276069,282.0558482,301.0765637,197.0206997,0.59826701,88.9854366,106906000
7.949914022,59.40733119,23.23217272,347.2585668,322.7373522,383.9803425,0.345997979,95.53417658,78220600
3.818073561,50.14994654,14.2285558,341.9300107,258.7822235,285.8528771,1.465691932,50.29837809,140960000
4.308617295,29.8916859,14.36861243,280.8520353,360.5754218,234.4867447,0.949042849,53.84125614,142570000
6.256015599,36.07140612,13.40922595,392.0303692,209.4511052,418.8102571,0.686982242,73.79537123,84531600
7.495891977,52.15506021,10.48507238,314.6753884,428.6264615,252.6432752,0.397072944,88.09703796,82830900
6.113318613,57.0719681,13.48945672,355.2249146,432.2766967,164.5001514,0.720486064,74.51461311,165867000
7.570965808,35.08052947,11.7902085,382.2577769,188.3040037,432.9978622,0.514173857,86.87765095,68264800
6.024787479,53.7855789,13.39552877,297.656428,422.5512989,370.8626498,0.483932601,73.24472662,112777000
7.560854331,40.92897268,22.97646767,281.303463,400.4910634,348.0170754,0.348661326,88.93850058,101795000
7.903551466,20.23096189,24.41999718,388.3697322,333.3143896,223.3666373,0.555749001,89.98610601,86505700
6.973435941,20.16213709,14.15088392,326.6813713,294.8242916,415.3984924,0.450980348,79.31722315,91156900
4.491581706,44.80358412,12.51508072,280.5094441,222.438778,359.7639317,0.936132872,56.63526061,107630000
5.599330646,39.10908177,19.64905492,286.8557779,339.1382735,187.0895275,0.813863218,68.02825233,100728000
5.807658167,32.05824562,18.84524922,372.1234751,202.9235612,437.9153759,0.737893724,69.39643911,114799000
5.682469525,39.83154182,11.45585272,371.5236397,241.0369695,334.4265445,0.81560786,68.16636451,98804800
4.977245228,50.49495253,12.25881399,343.0327386,158.4023814,360.3050279,1.148045482,62.01159739,98537200
3.495007308,31.56178449,21.44199694,396.7692348,318.8312156,381.1312473,1.507078607,46.34983263,144874000
3.932372206,20.03837733,11.31468355,384.5242435,374.5720328,178.9083056,1.778210587,49.27911897,143326000
6.696973652,44.3072557,24.74916394,305.2154633,362.679583,134.1756139,0.723968583,80.47899725,94761300
6.964098228,56.75615936,12.09315709,378.5748294,289.9110737,214.2013393,0.756791651,83.2656366,92006800
6.006676005,48.65596101,20.03356067,331.082803,174.3508753,389.0581477,0.738224788,73.20831101,86557400
5.435632537,48.82544244,13.3336003,333.4192647,326.5128092,216.016525,0.87758816,66.66426979,98538700
5.285399066,39.70363937,22.16286584,384.8148668,256.9341186,356.4699979,0.888914261,65.09498881,97573400
3.909539682,39.19635375,13.19223286,325.3791297,203.3675365,198.0114833,2.256371623,50.44125239,143280000
4.251501022,56.89696129,17.57888026,297.6218846,313.3909905,306.4364643,0.941859776,55.4358621,145872000
5.85130577,40.13426828,22.21024493,301.0222279,125.4124156,415.9866662,0.807013605,70.9633032,111512000
6.699678152,34.31781206,14.45304233,380.4944995,200.9578113,369.2268056,0.693362969,78.22378699,84574600
4.455749431,41.72132298,20.15523409,321.3314555,429.8924644,227.6631405,0.905281133,56.61422376,120146000
7.295461572,48.89012765,22.87196583,331.6014443,289.3281098,247.2540985,0.5858054,87.11745257,76645400
4.33747643,47.9596138,14.50613581,295.6195545,377.6107914,378.2218008,0.788960482,55.4531569,121982000
3.435149167,28.12261217,11.19674852,362.3546078,380.1196681,128.4686265,2.148039791,44.96462538,150396000
7.209181103,54.90663436,22.51775963,346.2908907,395.403047,224.704727,0.481618021,86.88820073,79452500
6.577791559,32.61659427,20.86540818,383.7794388,407.7352391,151.0351824,0.749172785,77.50559809,99211200
3.67151661,25.33394077,16.2522245,326.318259,284.3297607,130.198633,2.412449589,47.4028898,163491000
4.50702347,59.55968045,20.5487413,304.2527087,259.9038144,291.6770287,1.02631698,58.51730566,114968000
5.617710888,59.24233425,12.47096064,350.5458064,279.4799042,271.5950888,0.855123643,69.43931823,198871000
5.457796622,30.26995153,17.93856711,332.5806224,431.0082662,143.2004746,0.850868885,65.61276715,111187000
6.607228108,31.92950967,24.21253584,376.71311,172.3492192,314.6562055,0.905899684,78.10232244,166079000
4.452513007,30.63003059,16.01049363,352.4761559,405.1181523,356.7591012,0.866252787,55.44137715,116969000
3.368340175,56.09171176,12.77728532,372.5700984,132.5833255,208.9693589,3.653874072,45.98835466,187848000
6.869037479,34.63581544,23.13951692,337.7856262,361.3206918,151.545436,0.708609316,80.98676123,87971500
5.671504454,33.01626933,14.34328117,397.3925983,399.6602966,194.3825655,0.874860573,67.68108589,196696000
3.589992385,36.90023466,10.30465571,357.8047642,369.6532402,213.9676964,1.648224252,46.94540184,150676000
6.436800836,34.67696635,16.85293478,364.9658428,144.173702,160.4072247,1.804820461,75.85191103,124211000
7.227702214,55.09393904,16.29610146,373.3216617,390.4753869,249.9244744,0.483151668,86.35350085,77471600
5.077783634,40.65366792,12.60514364,318.0255082,206.9694138,398.2832909,0.827216625,62.23222253,134074000
5.532945129,35.62841347,12.16011826,362.4847215,404.6350773,220.2942968,0.768039237,66.32899949,177230000
7.774829574,36.53623769,17.2903647,322.6411133,355.4953362,262.3220924,0.418783684,89.87124906,74929200
4.4010068,44.16462813,23.4036571,356.5234324,359.8017459,145.7231241,1.493911962,56.47769844,135441000
5.744012975,23.42588787,24.40900588,320.2706488,251.6577142,343.4155677,0.708796919,68.4560908,109752000
7.024143116,24.75254715,13.96764711,285.9200758,174.0509773,430.5620902,0.532102218,80.34213746,90727400
5.611721771,46.90079809,20.39040935,306.1709063,298.2751606,398.6553995,0.574512157,68.95972144,108902000
6.865391814,38.11547843,21.63428239,328.1360154,306.7735914,155.2676893,0.834554797,81.17685198,90945700
7.84881306,43.11689392,24.51312071,316.3507967,428.1638661,273.4395345,0.359615791,92.45788231,91463200
7.385214957,27.52144135,14.00762158,299.7266962,224.2642071,342.8490095,0.532554428,84.31844256,72642000
6.743170245,37.99545219,20.74669592,363.1489451,343.7928761,256.8381688,0.576208695,79.79598115,99794900
6.374913266,30.32305947,19.80544695,308.8296879,133.8730731,429.2297816,0.68534739,75.07119174,107274000
4.736293177,46.63630932,24.36609826,301.9477675,390.8219522,282.2045502,0.756045711,60.20151109,101942000
5.193461343,43.47991849,21.81043284,332.0164779,357.0648209,367.4932439,0.648626535,64.45079347,100727000
3.80083836,40.17311952,22.89520523,293.8075849,399.0503923,404.2876233,0.944344362,50.03944158,167001000
4.5213632,22.36953653,13.45771769,388.6441513,222.7806516,251.7813675,1.695848505,55.30369833,127897000
4.62065837,59.20533758,20.14145206,314.121207,272.3250389,243.9675282,1.103317816,59.65151295,128657000
3.528306832,59.11997112,11.92527839,395.1665688,230.4304023,395.8183078,1.75768858,47.75077323,148143000
4.169485883,33.59559175,14.97646843,380.7637898,344.1807144,280.4287362,1.252767757,52.77017964,127901000
6.814700653,45.88967607,16.48648422,311.1426396,268.0951176,374.0863845,0.477510031,80.95206816,145156000
7.731763138,43.56428017,24.93384542,280.2094478,231.1598896,328.8688246,0.485503826,91.33152889,76746300
6.079920446,38.53599207,23.97070503,294.897737,403.3660284,313.5967314,0.49445787,73.3416828,84394100
5.4937379,25.68389032,19.29246665,398.9897298,297.9497138,411.4457784,0.716461657,65.67556585,178477000
5.925725988,32.7223414,23.73205931,325.0139001,320.7908294,239.7833876,0.731644547,71.14513656,95749600
3.89323379,56.434285,18.91175973,294.7925502,419.1132516,142.241938,1.234082513,51.78042003,138921000
3.323222641,27.81378873,13.2807065,338.0367024,429.0117232,276.5624808,1.466327348,43.97717004,149839000
7.940549733,35.92280169,10.1473361,288.1184105,275.999693,238.9771846,0.552181436,90.55330357,72518400
6.85813029,54.01620142,15.5410806,280.3985252,354.6398836,186.2432939,0.585195202,82.23173675,93457100
5.917326965,30.86425233,21.96554826,368.3961744,262.2165169,293.6140884,0.816194094,70.69884338,85046300
4.648962402,46.20116761,12.03302375,302.1285092,430.3729807,274.230483,0.768479675,58.29933416,110961000
3.416914721,21.24076492,24.57277225,377.5411332,319.7731613,208.5135451,2.025186187,45.16038927,186264000
5.787586554,52.44341244,16.36332095,379.6120017,392.0074631,211.4318293,0.790340624,70.93431301,119877000
5.897914903,32.95425105,14.0224318,363.8271619,316.2752403,274.9206152,0.732090442,69.92144739,169210000
4.827936171,52.52798385,14.95649476,390.2233881,445.1653153,327.1678883,0.806251603,60.86631976,119655000
6.059604904,23.39708847,20.30543429,305.427483,273.2495477,233.8098629,0.843639026,71.21693612,98148600
6.952115767,30.99949395,10.83638924,383.1237454,248.2053508,146.8542084,1.217866092,79.98385734,100127000
4.008151577,40.33043618,19.35243955,393.8418088,411.4815223,337.9730453,1.141673802,51.91671255,137077000
5.782963425,46.08639381,16.4057021,342.9964878,256.2912739,409.4689314,0.628498666,70.27251884,103656000
4.74374176,38.80325478,24.98322845,294.0063544,442.7289087,120.8275197,0.96434154,59.70354477,102912000
7.665441938,31.54198002,23.19896228,281.6224914,139.5581783,438.4095416,0.50141495,88.8570671,85548500
7.92978521,49.60005533,13.91871528,331.518188,220.2733966,397.351306,0.426989633,92.76801695,76332100
4.786134019,40.97344409,12.41321017,310.4734032,318.3273238,289.7443246,0.827085765,59.30151215,107259000
5.667037508,28.63167518,11.72013534,367.2693867,313.1214309,358.6447958,0.666900462,66.96889624,106006000
6.194829232,59.65176307,19.68179641,356.9792749,345.6467966,191.5585975,0.784898086,76.28245133,167135000
3.531867549,37.81707617,11.66264282,299.898164,389.9737965,360.9516065,1.129580688,46.50746908,153209000
7.113460154,29.84301436,16.83136995,314.3329141,154.8375118,123.7113638,1.674177372,82.18915062,84202900
7.738862879,46.76470103,10.37463826,336.9919073,207.579293,206.8699189,0.867035991,89.92971427,100785000
6.892401911,43.77933574,15.47559989,323.0367646,261.70474,238.5945442,0.716748692,81.39965958,84236300
6.707884952,31.70836142,12.27931501,345.8022323,426.5361891,264.4640892,0.49773454,77.76813269,76696900
6.768115638,28.54486662,19.97932855,281.424928,131.257101,236.8901033,1.211185472,78.89195941,99122800
7.44887856,25.01612104,14.06117849,300.3432289,264.3709332,265.5301802,0.587320816,84.65545305,85957800
5.501241928,46.84254215,11.9681238,303.1518873,175.1810814,426.1932514,0.739817811,67.02938049,106298000
4.043853888,33.04636585,20.83908568,354.7738794,270.0602031,140.6703626,2.225626082,51.88370522,151087000
5.527097305,38.77917538,10.52372295,311.2059219,185.1066532,196.1359674,1.501220737,66.41088804,119793000
7.061206924,21.96691805,22.00160816,315.1380807,401.6461372,416.9611536,0.409338988,81.33668579,77484800
3.870719788,49.77638905,16.12560267,369.4618766,330.8333898,226.8333019,1.547634398,50.93295595,124361000
4.908824734,59.94776631,19.01379261,370.4452547,337.5284119,328.059561,0.812204402,62.64752777,104117000
3.339873517,39.25435981,16.94405676,300.6307966,269.5833362,262.6720782,1.615779567,44.98686914,198474000
7.978881022,54.87852789,11.57721702,304.87083,342.3782738,408.5823244,0.326576986,93.67886509,80546500
3.468315013,50.20742072,13.77299003,295.3991524,371.564459,399.6574694,1.071721129,46.7240135,148621000
6.408478772,29.45429388,17.07872456,341.5278093,261.4800905,202.9256714,0.962811185,75.02521131,96910700
5.113173005,33.75116718,22.86693386,369.8013437,183.614388,137.072845,2.310098908,62.87823015,117580000
7.304679231,21.23463782,12.87161982,398.8583693,323.7579618,129.4273892,0.938732118,82.59337836,78015800
6.217381612,54.21992718,17.57300183,381.7153282,361.0324712,147.8575083,0.922377581,75.73460839,94238000
5.229492025,41.69392768,17.63817182,390.647126,435.1090889,221.2831203,0.888309049,64.29877671,97279300
4.510976577,23.05337895,17.78763058,297.0539078,294.206956,216.7087695,1.193305278,55.58243306,143408000
3.795106331,53.92385803,21.21795206,314.5079807,321.7514128,440.542973,0.987714648,50.75120141,151602000
4.893235348,41.33258293,15.94985978,310.1820791,137.3200387,424.2273835,0.985024955,60.70115833,105292000
4.498662296,54.71307446,15.0808836,298.6046269,424.1851263,217.7515672,0.871296224,57.6498717,118987000
7.284335118,35.40171697,17.23499608,318.771968,400.9869444,163.1706074,0.54342934,84.65848272,79654000
4.780631299,27.2460374,21.31495401,300.4976656,299.2363267,388.6950296,0.762143031,58.85844416,120016000
6.334730489,31.2282284,12.7209285,381.7973008,414.9271467,231.3208726,0.636803575,74.00513942,110169000
3.621093302,24.35260798,21.44826494,390.3968582,290.3335781,371.2259775,1.550205468,47.16666674,163142000
3.757663017,27.97382023,17.82220091,331.9026611,268.45169,136.7935178,2.511829138,48.51092388,158427000
7.794656499,53.30491576,15.70167244,399.9350764,336.2563701,390.7044452,0.372947843,92.06469455,85551500
3.413516404,20.98919311,15.88103774,347.7855008,264.7824885,215.0982448,2.15362615,44.61404799,157463000
4.990107972,37.90025249,20.60499713,379.8636711,148.5565197,191.7057819,2.290595363,61.78718902,153092000
6.263860033,22.58364262,12.86382579,359.2966317,427.1389007,304.6545273,0.547262914,72.39791601,95803900
7.610827033,37.77969446,11.21310748,334.8200778,327.3105657,392.8345044,0.375436861,87.55638292,79246400
6.243258422,32.09291318,18.71844351,337.5408236,384.9031615,193.9522332,0.664806261,73.80559493,98929500
3.749671627,31.83753648,15.7934297,379.8012569,190.4856505,185.013321,3.09772571,48.54781592,174982000
5.463083966,55.42835082,10.93065963,346.2255426,377.2416269,334.8401181,0.625528794,67.3320263,111229000
5.073077185,33.55814703,10.5937348,307.8528967,217.7748897,311.2207122,0.976516774,61.40839783,107737000
7.88970056,23.77646462,11.98734188,296.4692413,438.9742509,400.7485692,0.352482364,88.66652777,128285000
4.559532004,53.22482,10.18959433,329.4338248,281.9568311,246.0099539,1.127898586,57.78959785,126747000
7.997554016,28.44741394,21.54993723,393.1755227,239.2855809,223.6424707,0.765227054,91.66479653,88274600
7.034930484,27.158597,21.59079084,399.0819991,310.8239462,354.0575501,0.502697405,81.63586854,82832600
4.242211011,53.58103236,10.33212726,376.9980077,373.3168131,218.9100894,1.254358028,54.58652661,148141000
7.332916509,45.73720464,14.38978187,284.6623895,134.3468572,348.6798379,0.701040455,86.08132456,83123800
7.679675036,21.00054035,14.43225629,348.0707337,373.7118268,408.826815,0.371878344,86.51296497,140676000
4.96789102,56.9516491,23.58572715,288.4669661,449.5726329,442.2181502,0.671200455,63.40023338,98706600
4.654425488,24.52045421,18.76766833,346.4899949,159.6168549,188.9586205,2.283059735,57.18583831,143812000
3.453723213,41.04608109,19.36000996,312.1530001,257.7018473,400.8913462,1.312348831,46.36877137,151965000
6.371319239,26.24435615,17.54896974,327.2770114,223.8310227,367.0118237,0.640565397,74.35644209,168525000
5.299510009,49.35098004,15.85211436,371.0760805,269.4441706,156.5038268,1.545071553,65.53690323,136680000
5.12980595,51.78803423,11.81369927,341.8629492,160.7068942,369.8496915,1.041092431,63.64914292,109821000
7.168423525,33.15540087,20.05150378,320.4110781,291.27563,407.0891281,0.418711671,83.53525372,73035900
5.362952278,46.74209756,18.17943925,298.111515,147.4777489,153.9332884,2.121718409,66.16632382,120952000
6.751928522,21.39133587,22.60778485,376.3679289,272.6158966,337.6146245,0.604027885,78.21393717,85196100
6.301773421,43.41694351,19.92036637,359.6996421,424.7356535,193.346724,0.642881007,75.72676379,107443000
6.5529059,35.4414064,11.34859347,294.7379637,186.1823518,437.4110968,0.554682316,76.51400139,97763100
5.475019496,51.56442089,14.94446248,292.2397593,205.1360034,236.0290966,1.168430321,67.46937852,116249000
3.6518145,58.42332771,23.80003097,357.0638694,363.8555206,383.4490454,1.224210706,49.70391006,146006000
6.423864273,49.89123438,19.76421733,362.287427,441.5287849,168.4412813,0.64713385,77.6765275,98442200
3.742919195,40.21569276,23.78831827,280.8020472,396.2438073,138.6110185,1.368752132,49.51082165,129130000
4.463727919,29.50025372,12.18024847,354.2447693,321.9681104,291.4792157,1.058127155,55.18071666,132936000
3.301906742,33.97074836,17.43700383,325.7146682,167.6244616,286.5928457,2.375540477,44.34192487,166729000
3.632499156,50.06535927,12.71126548,297.7787174,243.2305808,357.5645934,1.258966313,48.31503857,148143000
6.776497177,31.36072385,15.63385878,352.8922638,265.7935675,408.3947403,0.50171446,78.80304507,91786600
5.654235937,50.09553616,14.29729408,387.5905782,273.1146718,204.380119,1.226956589,69.12580817,97699700
3.720269833,20.33055071,22.35916939,348.6562658,231.4476877,124.9253804,2.944974654,47.94843558,170715000
6.591990395,48.73692218,21.26798486,393.084097,125.1832677,379.5943463,0.917155439,79.48112074,77225700
4.663654286,45.15467444,12.29224226,305.6693741,161.3411913,372.2419428,1.096804835,58.38665318,119564000
6.960223491,57.74241802,19.22002327,396.314406,167.1964226,336.9417434,0.821201435,84.17367498,88469000
6.124680934,26.03768739,15.38332398,391.8232373,381.9054899,348.1436154,0.570282426,71.63480726,114303000
3.874634476,49.392609,13.12147916,341.176129,315.3735893,242.6994189,1.35719362,50.75230755,132716000
7.879076306,54.72204029,21.42440741,350.0202944,198.2660404,407.478965,0.455707874,93.90596461,94808700
4.230911644,21.54270771,24.27974499,382.4778697,156.9575801,448.7191431,1.401015219,53.18518322,138498000
4.217303629,55.52978278,23.26687318,303.3708888,126.9971949,341.9468828,1.553847257,55.38719248,133842000
4.94809192,21.08418944,18.02674838,360.0829167,276.7515361,278.5402018,1.05801717,59.74716429,126242000
6.716788146,20.61606753,14.03628692,396.0475227,332.6117784,301.2258732,0.595755577,76.80437025,82496800
7.414232456,33.44604921,19.56708194,317.030333,303.0078647,213.5589866,0.606367115,86.04256098,82690700
6.295864463,43.97455379,18.11181874,319.9066353,132.0105591,377.0553038,0.824896496,75.53310433,103092000
7.244471917,38.32475668,21.06126309,293.1737898,170.3889365,383.3123923,0.567701885,85.07001628,80764700
5.327645011,42.23032775,12.34689813,309.1088332,311.3851654,299.8431645,0.703320869,64.87601474,101097000
4.821735637,27.49436388,15.05331551,345.7166331,364.6718989,331.8717951,0.791230824,58.78201653,119176000
3.256496615,44.70008422,24.83179283,389.6497627,442.0118772,149.4692149,2.002864405,44.88400303,162966000
5.306243833,52.98195385,22.18709989,325.2010151,220.6570484,218.3737645,1.253012702,66.49495741,110577000
5.659002451,30.3193196,21.55209619,287.7196716,416.3568475,325.0393187,0.550947073,67.98444178,113624000
7.598337566,39.07787229,11.94767731,316.5259317,229.5681738,291.2142403,0.594044474,87.68782215,75979700
4.364770574,53.48609458,18.02494107,357.172028,267.7961478,258.3671078,1.358831122,56.39456405,145615000
7.272489697,43.39181826,23.72016263,306.5125437,428.4249763,260.2822774,0.405549609,86.30548951,76951900
5.69544493,22.47076622,14.19567806,294.166448,323.0807535,243.1452538,0.734575551,66.8984439,110328000
3.491945139,47.10802114,21.36824616,398.195989,392.8356667,413.0380969,1.347641265,47.2272171,140295000
6.802950895,52.04148518,10.88521377,343.2810525,304.4117457,443.3558245,0.440153655,80.89270009,89179300
4.9470119,28.88260486,16.45066857,303.749594,125.7106654,366.0341358,1.198773658,60.25375603,113491000
6.785515735,22.49601794,10.06998807,326.4881055,356.8635042,431.6941459,0.442985603,77.24946935,92687300
3.474740111,50.25085224,11.11387089,373.6638784,301.4020524,444.0432624,1.402971669,46.63638497,166462000
4.187331619,37.03124771,16.39253389,323.7248875,366.9765475,420.1965055,0.8831327,53.28886968,145467000
5.860620281,37.25213168,24.84033834,366.0172362,365.0506047,224.9648415,0.755461794,71.03461282,195867000
6.977975581,47.49485148,18.36649887,365.642642,192.8336342,202.0931793,1.113290193,83.06146053,98461700
5.903778333,28.22193025,11.59815029,377.4087559,343.0657673,284.1017367,0.688604914,69.27052909,84110600
4.547807752,47.30639882,16.92370357,385.6929856,275.4115307,219.0121082,1.508664611,57.73210962,125905000
3.57510752,44.11025149,23.11125687,397.7819348,310.4825541,353.7305176,1.605344996,48.00110305,162525000
7.436968834,45.52120771,15.53309979,326.8533375,120.4957898,378.8982158,0.685512258,87.28177034,84110000
7.753498613,48.49379426,16.34651661,281.1182055,350.7254869,283.2035239,0.382867854,91.08531145,69097300
3.326326537,26.19832269,16.58448601,345.3544151,128.1237741,442.0751749,1.87677169,44.10174409,157684000
5.964258959,23.4706028,22.90470386,360.5638647,195.306418,394.7207589,0.767528603,70.5292383,95734100
4.793553769,33.67648604,24.71677524,388.2430228,292.2265504,233.0372661,1.280651481,59.77951573,104581000
4.895360911,41.86694613,19.08466335,304.0146503,121.0756681,171.1698257,2.520714551,61.02454562,130887000
5.04900733,40.00529223,24.29789854,368.6422561,131.5663349,192.963612,2.379798201,62.87867466,136410000
5.466244033,28.85266164,10.60448125,319.6306077,165.7876771,184.3493475,1.782827561,64.89383425,140906000
6.072963094,24.91776811,18.97594915,363.8928019,315.8248954,419.7377222,0.55113956,71.3703863,90925500
7.071168353,36.46628175,16.11191575,336.3922193,250.6419724,139.3716526,1.080651518,82.46048735,104988000
7.786350488,23.16526749,21.46595521,361.0845282,217.4440122,389.6443161,0.489148252,88.7874585,67659400
5.445957913,37.58836203,18.55922915,353.5350999,353.9157632,204.6395415,0.898244348,66.22031452,112236000
4.639429704,52.03665676,17.20407327,315.4729054,313.8837727,366.6875221,0.770461896,59.06069282,110013000
6.689300783,48.13220755,10.85475151,285.2682557,156.1213786,122.9097596,1.748088908,79.26654705,103139000
6.587691426,21.4671158,16.67979751,386.2235741,147.9416041,206.4081812,1.559751843,75.90946928,100109000
3.641678013,58.30571214,21.8716431,284.4277705,316.4560861,302.646481,1.156238841,49.47274778,180574000
6.581670882,52.32561758,22.85069338,374.0596572,254.3291101,200.6161583,1.019384356,79.9445142,101049000
5.321782614,50.35826176,18.87500753,356.4357041,327.0853931,156.8946826,1.158329646,66.12712819,112548000
5.088197187,48.53415276,23.67067402,358.0789435,307.8886195,418.6171213,0.710829847,63.95719026,150633000
6.118319719,52.08121706,24.32790435,290.33347,234.8539801,282.7651545,0.755188929,75.1682138,88061600
5.971744608,26.31347961,14.26332736,301.7792734,371.4367742,169.7201809,0.75421982,70.02273144,96234300
4.072630779,51.02203976,13.914707,296.1506395,425.5950185,222.6953343,0.99667884,52.92816312,154802000
3.624342913,37.14405109,24.15657896,284.9695703,162.8043192,251.2706569,2.109925435,48.14257241,173974000
5.203122849,48.23917081,18.12474485,315.8657198,277.5934594,318.244729,0.781255894,64.64427237,95225100
5.018098611,42.87632994,10.55725525,365.146994,397.3413649,340.0846425,0.736359755,61.64446516,102053000
4.314104455,40.75930296,23.22813177,367.6088592,162.4020189,182.6067946,2.706369591,55.32545803,145960000
6.045143127,35.87625977,20.24199798,344.4773116,284.5044835,395.4515893,0.570691937,72.33308661,93624000
4.995864497,27.04775963,23.70221564,290.4757895,230.1746446,255.1634715,1.132821095,61.19475449,99281700
6.792073593,34.19395332,11.06207318,384.0398026,144.6996115,141.2567707,1.923864848,78.76270166,101352000
6.824611995,49.23362564,17.69589637,337.4020325,395.8535135,135.4970529,0.666344152,81.57738632,91511900
7.39347471,34.58754593,18.40063682,344.7417376,409.2604665,349.1322332,0.3875452,85.82555055,108865000
6.104329265,59.6091563,20.88036976,311.612217,197.7450058,384.2383892,0.65562566,75.43870978,162533000
7.747124633,40.05315815,16.54029537,285.764905,302.2450812,267.4242808,0.464582952,89.94462648,72093300
4.806215906,48.71079156,14.84153379,338.7827881,347.9377054,217.6730736,0.963336134,60.32477706,121417000
3.703514361,36.70346869,17.08882237,397.604112,153.9895138,260.6234201,2.867712425,48.47522189,157739000
6.765153667,25.75284061,20.65559582,386.1036222,417.6925908,161.16704,0.697681097,78.62132267,105273000
3.710972737,45.38854871,24.69873111,336.17759,283.9833264,232.3358367,1.587318435,49.56574855,152522000
6.883065282,55.19772249,14.25985978,395.7038671,308.3167567,197.2551435,0.801053173,82.48289123,85046000
4.537524387,50.99309253,21.78526748,353.25008,203.9464119,132.3397304,2.491412188,58.27862614,155905000
